value	form	character	language
4(dic@v)	LIMMU	𒐾	sux
4(dic@v@c)	LIMMU	𒐾	sux
limmux	LIMMU	𒐾	sux
4(dic@v)	LIMMU	𒐿	sux
4(dic@v@c)	LIMMU	𒐿	sux
limmux	LIMMU	𒐿	sux
LAK279	LIŠ	𒇺	sux
del2	LIŠ	𒇺	sux
dili2	LIŠ	𒇺	sux
dilim2	LIŠ	𒇺	sux
li12	LIŠ	𒇺	sux
lih4	LIŠ	𒇺	sux
lis	LIŠ	𒇺	sux
lic	LIŠ	𒇺	sux
liz	LIŠ	𒇺	sux
mal4	LIŠ	𒇺	sux
eze	LU	𒇻	sux
lu	LU	𒇻	sux
lug	LU	𒇻	sux
nu12	LU	𒇻	sux
si6	LU	𒇻	sux
udu	LU	𒇻	sux
ugnimx	|LU.EŠ₂.GAR.KI|	𒇻𒂠𒃻𒆠	sux
guggal	|LU.HUL₂|	𒇻	sux
gukkal	|LU.HUL₂|	𒇻	sux
kungal	|LU.HUL₂|	𒇻	sux
zarah2	|LU.KI.KAK|	𒇻𒆠𒆕	sux
cimacki	|LU.SU|	𒇻𒋢	sux
cimacki2	|LU.SU.A|	𒇻𒋢𒀀	sux
ad3	|LU×BAD|	𒇼	sux
adda2	|LU×BAD|	𒇼	sux
LAK337	LU₂	𒇽	sux
addax	LU₂	𒇽	sux
dux	LU₂	𒇽	sux
girix	LU₂	𒇽	sux
lu2	LU₂	𒇽	sux
na6	LU₂	𒇽	sux
ruh2	LU₂	𒇽	sux
ca11	LU₂	𒇽	sux
cagax	LU₂	𒇽	sux
cajax	LU₂	𒇽	sux
gal10	|LU₂.DIŠ|	𒇽𒁹	sux
gala10	|LU₂.DIŠ|	𒇽𒁹	sux
daparax	|LU₂.EN|	𒇽𒂗	sux
adaminx	|LU₂.LU₂|	𒇽𒇽	sux
gigamx	|LU₂.LU₂|	𒇽𒇽	sux
inbirx	|LU₂.LU₂|	𒇽𒇽	sux
daparu	|LU₂.ME.EN|	𒇽𒈨𒂗	sux
saparu	|LU₂.ME.EN|	𒇽𒈨𒂗	sux
daparax	|4×LU₂|	𒈔	sux
kapara3	|4×LU₂|	𒈔	sux
karacx	|4×LU₂|	𒈔	sux
pagra3	|4×LU₂|	𒈔	sux
dubal5	|LU₂×AL|	𒇾	sux
LAK344	|LU₂×BAD|	𒇿	sux
ad6	|LU₂×BAD|	𒇿	sux
adax	|LU₂×BAD|	𒇿	sux
adda	|LU₂×BAD|	𒇿	sux
at6	|LU₂×BAD|	𒇿	sux
erx	|LU₂×EŠ₂|	𒈀	sux
erex	|LU₂×EŠ₂|	𒈀	sux
[...]	|LU₂×EŠ₂.LAL|	𒈀𒇲	sux
ecela	|LU₂×EŠ₂.LAL|	𒈀𒇲	sux
ecelal	|LU₂×EŠ₂.LAL|	𒈀𒇲	sux
...id	|LU₂×EŠ₂.LAL|	𒈀𒇲	sux
irx	|LU₂×EŠ₂.LAL|	𒈀𒇲	sux
er13	|LU₂×EŠ₂@t|	𒈁	sux
ere13	|LU₂×EŠ₂@t|	𒈁	sux
eri13	|LU₂×EŠ₂@t|	𒈁	sux
ir13	|LU₂×EŠ₂@t|	𒈁	sux
hec5	|LU₂×GAN₂@t|	𒈂	sux
caga	|LU₂×GAN₂@t|	𒈂	sux
caja	|LU₂×GAN₂@t|	𒈂	sux
ce29	|LU₂×GAN₂@t|	𒈂	sux
kama5	|LU₂×HI×BAD|	𒈃	sux
...Ac	|LU₂×IM|	𒈄	sux
dubal3	|LU₂×KAD₂|	𒈅	sux
dubal4~a	|LU₂×KAD₃|	𒈆	sux
zanabal2	|LU₂×(KAD₃.AŠ)|	𒈇	sux
dubal6	|LU₂×KI|	𒈈	sux
gurud2	|LU₂×KI|	𒈈	sux
zanabal	|LU₂×(LA.AŠ)|	𒈉	sux
dinig3	|LU₂×LAGAB|	𒈊	sux
eclug	|LU₂×LAGAB|	𒈊	sux
har3	|LU₂×LAGAB|	𒈊	sux
hara3	|LU₂×LAGAB|	𒈊	sux
teclug	|LU₂×LAGAB|	𒈊	sux
/teclug/	|LU₂×LAGAB|	𒈊	sux
dinig2	|LU₂×(ME.EN)|	𒈋	sux
du14	|LU₂×NE|	𒈌	sux
...tallu	|LU₂×NU|	𒈍	sux
zanabal3	|LU₂×(SI.AŠ)|	𒈎	sux
...Ac	|LU₂×(SIK₂.BU)|	𒈏	sux
aclag7	|LU₂×TUG₂|	𒈐	sux
azalag7	|LU₂×TUG₂|	𒈐	sux
azlag7	|LU₂×TUG₂|	𒈐	sux
dubal7	|LU₂×TUG₂|	𒈐	sux
adamen	|LU₂%LU₂|	𒈒	sux
adamin	|LU₂@LU₂|	𒈓	sux
enbir	|LU₂@LU₂|	𒈓	sux
gigam	|LU₂@LU₂|	𒈓	sux
inbir	|LU₂@LU₂|	𒈓	sux
pagrax	|LU₂@LU₂|	𒈓	sux
urbigu3	|LU₂@LU₂|	𒈓	sux
urbingu3	|LU₂@LU₂|	𒈓	sux
addax	|LU₂@g.UŠ₂|	𒍗	sux
/ad/	LU₂@s	𒈕	sux
adx	LU₂@s	𒈕	sux
dimx	LU₂@s	𒈕	sux
ri9	LU₂@s	𒈕	sux
rin5	LU₂@s	𒈕	sux
ug8	LU₂@s	𒈕	sux
lil8	LU₂@t	𒈑	sux
arinax	|LU₂@s.NA|	𒈕𒈾	sux
LAK790	LU₃	𒈖	sux
gadx	LU₃	𒈖	sux
gar5	LU₃	𒈖	sux
gudx	LU₃	𒈖	sux
gug2	LU₃	𒈖	sux
kuk2	LU₃	𒈖	sux
lu3	LU₃	𒈖	sux
titab2	|LU₃.PAP.PAP|	𒁈𒉽𒉽	sux
bara2-munu5~b	|BARA₂.PAP.ŠE.PAP|	𒁈𒉽𒊺𒉽	sux
titab~b	|BARA₂.PAP.ŠE.PAP|	𒁈𒉽𒊺𒉽	sux
LAK165	LUGAL	𒈗	sux
nūr-ili	LUGAL	𒈗	sux
carru	LUGAL	𒈗	sux
biceba	LUGAL	𒈗	sux
bicebi	LUGAL	𒈗	sux
hanic2	LUGAL	𒈗	sux
kacceba	LUGAL	𒈗	sux
kaccebi	LUGAL	𒈗	sux
lillan	LUGAL	𒈗	sux
lugal	LUGAL	𒈗	sux
lugala	LUGAL	𒈗	sux
nurra	LUGAL	𒈗	sux
rab3	LUGAL	𒈗	sux
sag4	LUGAL	𒈗	sux
saj4	LUGAL	𒈗	sux
car3	LUGAL	𒈗	sux
carax	LUGAL	𒈗	sux
carra	LUGAL	𒈗	sux
carru	LUGAL	𒈗	sux
carrum	LUGAL	𒈗	sux
cugur	LUGAL	𒈗	sux
dimx	|LUGAL.GAM|	𒈗𒃵	sux
dim9	|LUGAL.GAN|	𒈗𒃶	sux
dim11	|LUGAL.HI×BAD|	𒈗𒄰	sux
adamen2	|LUGAL&LUGAL|	𒈘	sux
adamin2	|LUGAL&LUGAL|	𒈘	sux
dadrum	|LUGAL&LUGAL|	𒈘	sux
gug5	|LUGAL&LUGAL|	𒈘	sux
kukux	|LUGAL&LUGAL|	𒈘	sux
adamenx	|LUGAL@LUGAL|	𒈙	sux
ex	|LUGAL@LUGAL|	𒈙	sux
gug5	|LUGAL@LUGAL|	𒈙	sux
LAK166	LUGAL@s	𒈚	sux
dim3	LUGAL@s	𒈚	sux
LAK168	LUH	𒈛	sux
huluh	LUH	𒈛	sux
lah3	LUH	𒈛	sux
laha3	LUH	𒈛	sux
lih3	LUH	𒈛	sux
luh	LUH	𒈛	sux
luhu	LUH	𒈛	sux
nah	LUH	𒈛	sux
rah	LUH	𒈛	sux
rih	LUH	𒈛	sux
ruh	LUH	𒈛	sux
subur2	LUH	𒈛	sux
sugal7	LUH	𒈛	sux
sukal	LUH	𒈛	sux
sukkal	LUH	𒈛	sux
cukal	LUH	𒈛	sux
cukkal	LUH	𒈛	sux
LAK242	LUL	𒈜	sux
LAK243	LUL	𒈜	sux
LAK244	LUL	𒈜	sux
MZL570	LUL	𒈜	sux
bah3	LUL	𒈜	sux
buh	LUL	𒈜	sux
dunga2	LUL	𒈜	sux
dugax	LUL	𒈜	sux
ilumer3	LUL	𒈜	sux
ka5	LUL	𒈜	sux
kucum2	LUL	𒈜	sux
lab2	LUL	𒈜	sux
leb	LUL	𒈜	sux
lep	LUL	𒈜	sux
lib	LUL	𒈜	sux
libi	LUL	𒈜	sux
lip	LUL	𒈜	sux
lu5	LUL	𒈜	sux
lub	LUL	𒈜	sux
lugx	LUL	𒈜	sux
lul	LUL	𒈜	sux
lulu	LUL	𒈜	sux
lup	LUL	𒈜	sux
nar	LUL	𒈜	sux
nari	LUL	𒈜	sux
pah	LUL	𒈜	sux
pan2	LUL	𒈜	sux
pih	LUL	𒈜	sux
puh	LUL	𒈜	sux
sar7	LUL	𒈜	sux
sulug	LUL	𒈜	sux
catam	LUL	𒈜	sux
cattam	LUL	𒈜	sux
catam	LUL	𒈜	sux
ce11	LUL	𒈜	sux
zulug	LUL	𒈜	sux
ka10	|LUL.A|	𒈜𒀀	sux
tegi2	|LUL.BALAG|	𒈜𒁆	sux
tigi2	|LUL.BALAG|	𒈜𒁆	sux
tigu2	|LUL.BALAG|	𒈜𒁆	sux
LAK194	LUM	𒈝	sux
eger5	LUM	𒈝	sux
egir5	LUM	𒈝	sux
ejir5	LUM	𒈝	sux
gamx	LUM	𒈝	sux
gu15	LUM	𒈝	sux
gud6	LUM	𒈝	sux
gum2	LUM	𒈝	sux
gumu	LUM	𒈝	sux
gun5	LUM	𒈝	sux
guz	LUM	𒈝	sux
hu5	LUM	𒈝	sux
hum	LUM	𒈝	sux
humu	LUM	𒈝	sux
hus	LUM	𒈝	sux
huz	LUM	𒈝	sux
kunx	LUM	𒈝	sux
kujx	LUM	𒈝	sux
kus2	LUM	𒈝	sux
kus,2	LUM	𒈝	sux
lamx	LUM	𒈝	sux
lu4	LUM	𒈝	sux
lum	LUM	𒈝	sux
luma	LUM	𒈝	sux
lumu	LUM	𒈝	sux
nim4	LUM	𒈝	sux
nu4	LUM	𒈝	sux
num2	LUM	𒈝	sux
qum3	LUM	𒈝	sux
gugumu	|LUM.LUM|	𒈝𒈝	sux
luhum	|LUM.LUM|	𒈝𒈝	sux
gum2-gum2	|LUM&LUM|	𒈞	sux
gumgum	|LUM&LUM|	𒈞	sux
gum2-gum2-kac4	|LUM&LUM.DU@s|	𒈞𒁽	sux
lugud3	|LUM&LUM.GAR&GAR|	𒈟	sux
guhcu2	|LUM&LUM.ŠU₂|	𒈞𒋙	sux
gum2-gum2-cu2	|LUM&LUM.ŠU₂|	𒈞𒋙	sux
gumgumcu	|LUM&LUM.ŠU₂|	𒈞𒋙	sux
LAK34	MA	𒈠	sux
ma	MA	𒈠	sux
pec3	MA	𒈠	sux
pecce	MA	𒈠	sux
wa6	MA	𒈠	sux
cirx	|MA@g×TAK₄|	𒈡	sux
LAK35	MA@g	𒈢	sux
durba	MA@g	𒈢	sux
hachur	MA@g	𒈢	sux
LAK529	MA₂	𒈣	sux
hux	MA₂	𒈣	sux
ma2	MA₂	𒈣	sux
dellux	|MA₂.KAK|	𒈣𒆕	sux
dilurx	|MA₂.KAK|	𒈣𒆕	sux
dirgulx	|MA₂.KAK|	𒈣𒆕	sux
targulx	|MA₂.KAK|	𒈣𒆕	sux
dellu	|MA₂.MUG|	𒈣𒈮	sux
dergul	|MA₂.MUG|	𒈣𒈮	sux
dilu	|MA₂.MUG|	𒈣𒈮	sux
dilur	|MA₂.MUG|	𒈣𒈮	sux
dimgul	|MA₂.MUG|	𒈣𒈮	sux
dirgul	|MA₂.MUG|	𒈣𒈮	sux
durgul	|MA₂.MUG|	𒈣𒈮	sux
targul	|MA₂.MUG|	𒈣𒈮	sux
sur10	|MA₂.IGI@g|	𒈣𒅊	sux
sura10	|MA₂.IGI@g|	𒈣𒅊	sux
surru2	|MA₂.IGI@g|	𒈣𒅊	sux
zur3	|MA₂.IGI@g|	𒈣𒅊	sux
LAK57	MAH	𒈤	sux
MZL91	MAH	𒈤	sux
al6	MAH	𒈤	sux
mah	MAH	𒈤	sux
maha	MAH	𒈤	sux
meh	MAH	𒈤	sux
mih	MAH	𒈤	sux
cutur	MAH	𒈤	sux
LAK126	MAR	𒈥	sux
gar7	MAR	𒈥	sux
jar7	MAR	𒈥	sux
mar	MAR	𒈥	sux
mara	MAR	𒈥	sux
war2	MAR	𒈥	sux
amurrum	|MAR.TU|	𒈥𒌅	sux
LAK42	MAŠ	𒈦	sux
MZL120	MAŠ	𒈦	sux
ba7	MAŠ	𒈦	sux
bac	MAŠ	𒈦	sux
ma7	MAŠ	𒈦	sux
mas	MAŠ	𒈦	sux
maś	MAŠ	𒈦	sux
mac	MAŠ	𒈦	sux
maca	MAŠ	𒈦	sux
mas,	MAŠ	𒈦	sux
nac	MAŠ	𒈦	sux
sa9	MAŠ	𒈦	sux
til9	MAŠ	𒈦	sux
wac	MAŠ	𒈦	sux
zipah	MAŠ	𒈦	sux
1/2(dic)	MAŠ	𒈦	sux
1/2(dic@c)	MAŠ	𒈦	sux
macda2	|MAŠ.EN.KAK|	𒈦𒂗𒆕	sux
KWU104	|MAŠ.GU₂.GAR₃|	𒈦𒄘𒃼	sux
KWU105	|MAŠ.GU₂.GAR₃|	𒈦𒄘𒃼	sux
aBZL30	|MAŠ.GU₂.GAR₃|	𒈦𒄘𒃼	sux
LAK63b	|MAŠ.GU₂.GAR₃|	𒈦𒄘𒃼	sux
dal2	|MAŠ.GU₂.GAR₃|	𒈦𒄘𒃼	sux
dalla	|MAŠ.GU₂.GAR₃|	𒈦𒄘𒃼	sux
macda	|MAŠ.KAK|	𒈦𒆕	sux
macda3	|MAŠ.KAK.EN|	𒈦𒆕𒂗	sux
macmin	|MAŠ.MIN|	𒈦𒈫	sux
sagmin	|MAŠ.MIN|	𒈦𒈫	sux
sajmin	|MAŠ.MIN|	𒈦𒈫	sux
mac3	|MAŠ.PA|	𒈦𒉺	sux
MZL125	|MAŠ.U|	𒈦𒌋	sux
gidim2	|MAŠ.U|	𒈦𒌋	sux
giguru2	|MAŠ.U|	𒈦𒌋	sux
MZL126	|MAŠ.U.U|	𒈦𒌋𒌋	sux
sajgidim	|MAŠ.U.U|	𒈦𒌋𒌋	sux
macmin	|MAŠ.U.U|	𒈦𒌋𒌋	sux
sagman	|MAŠ.U.U|	𒈦𒌋𒌋	sux
sagmin	|MAŠ.U.U|	𒈦𒌋𒌋	sux
sajman	|MAŠ.U.U|	𒈦𒌋𒌋	sux
sajmin	|MAŠ.U.U|	𒈦𒌋𒌋	sux
emac	|MAŠ.X|	𒈦░░	sux
erix	|MAŠ.X|	𒈦░░	sux
LAK43	MAŠ₂	𒈧	sux
MZL130	MAŠ₂	𒈧	sux
kun8	MAŠ₂	𒈧	sux
mac2	MAŠ₂	𒈧	sux
macaku	MAŠ₂	𒈧	sux
maz0	MAŠ₂	𒈧	sux
maz2	MAŠ₂	𒈧	sux
LAK750	ME	𒈨	sux
ba13	ME	𒈨	sux
dec4	ME	𒈨	sux
dic4	ME	𒈨	sux
gax	ME	𒈨	sux
galx	ME	𒈨	sux
gex	ME	𒈨	sux
isib	ME	𒈨	sux
icib	ME	𒈨	sux
ma6	ME	𒈨	sux
me	ME	𒈨	sux
men2	ME	𒈨	sux
mec2	ME	𒈨	sux
mi3	ME	𒈨	sux
sep	ME	𒈨	sux
sib	ME	𒈨	sux
sip	ME	𒈨	sux
cab4	ME	𒈨	sux
ceb	ME	𒈨	sux
cep	ME	𒈨	sux
cib	ME	𒈨	sux
cip	ME	𒈨	sux
tuba	ME	𒈨	sux
kurku	|ME.AN.ŠE.NAGA|	𒈨𒀭𒊺𒉀	sux
gacamx	|ME.NUN.TAG|	𒈨𒉣𒋳	sux
ec17	|ME.U.U.U|	𒈨𒌍	sux
mes3	|ME.U.U.U|	𒈨𒌍	sux
mec	|ME.U.U.U|	𒈨𒌍	sux
mic2	|ME.U.U.U|	𒈨𒌍	sux
wic	|ME.U.U.U|	𒈨𒌍	sux
dubx	MES	𒈩	sux
kicib	MES	𒈩	sux
mes	MES	𒈩	sux
mesa	MES	𒈩	sux
mesi	MES	𒈩	sux
mec3	MES	𒈩	sux
mez	MES	𒈩	sux
mis	MES	𒈩	sux
mic	MES	𒈩	sux
mis,	MES	𒈩	sux
red	MES	𒈩	sux
ret	MES	𒈩	sux
rid	MES	𒈩	sux
rit	MES	𒈩	sux
rit	MES	𒈩	sux
rig11	|MES.RU|	𒈩𒊒	sux
LAK391	MI	𒈪	sux
dugud2	MI	𒈪	sux
ga12	MI	𒈪	sux
ge6	MI	𒈪	sux
gi6	MI	𒈪	sux
gig2	MI	𒈪	sux
giggi	MI	𒈪	sux
gigi2	MI	𒈪	sux
gikki	MI	𒈪	sux
je6	MI	𒈪	sux
ji6	MI	𒈪	sux
ku10	MI	𒈪	sux
ku10-ku10	MI	𒈪	sux
kukku5	MI	𒈪	sux
kuku5	MI	𒈪	sux
me2	MI	𒈪	sux
mi	MI	𒈪	sux
muc9	MI	𒈪	sux
muci	MI	𒈪	sux
mucu	MI	𒈪	sux
sil4	MI	𒈪	sux
sux	MI	𒈪	sux
s,il2	MI	𒈪	sux
wi4	MI	𒈪	sux
kukku2	|MI.MI|	𒈪𒈪	sux
kukkug2	|MI.MI|	𒈪𒈪	sux
cutumx	|MI.NA.AB.U.GUD|	𒈪𒈾𒀊𒌋𒄞	sux
LAK417	MIN	𒈫	sux
menx	MIN	𒈫	sux
min	MIN	𒈫	sux
mina	MIN	𒈫	sux
cin2	MIN	𒈫	sux
cina	MIN	𒈫	sux
2(dic)	MIN	𒈫	sux
2(dic@c)	MIN	𒈫	sux
LAK14	MU	𒈬	sux
MZL98	MU	𒈬	sux
gu10	MU	𒈬	sux
ju10	MU	𒈬	sux
i14	MU	𒈬	sux
ia5	MU	𒈬	sux
mehida	MU	𒈬	sux
mehidi	MU	𒈬	sux
mehidu	MU	𒈬	sux
mu	MU	𒈬	sux
muhaldim	MU	𒈬	sux
muhaldima	MU	𒈬	sux
suh7	MU	𒈬	sux
cad2	MU	𒈬	sux
cu10	MU	𒈬	sux
cum3	MU	𒈬	sux
cumu	MU	𒈬	sux
tah3	MU	𒈬	sux
tuh3	MU	𒈬	sux
wu4	MU	𒈬	sux
mudra6	|MU.BU|	𒈬𒁍	sux
mudru6	|MU.BU|	𒈬𒁍	sux
munzerx	|MU.BU|	𒈬𒁍	sux
cumati	|MU.ME.U.U.U|	𒈬𒈨𒌋𒌋𒌋	sux
cuwati	|MU.ME.U.U.U|	𒈬𒈨𒌋𒌋𒌋	sux
muctu2	|MU.UŠ.TUG₂.PI|	𒈬𒍑𒌆𒉿	sux
muctug2	|MU.UŠ.TUG₂.PI|	𒈬𒍑𒌆𒉿	sux
LAK15	|MU&MU|	𒈭	sux
dah	|MU&MU|	𒈭	sux
tah	|MU&MU|	𒈭	sux
taha	|MU&MU|	𒈭	sux
tuh2	|MU&MU|	𒈭	sux
tah	|MU&MU|	𒈭	sux
MZL12	MUG	𒈮	sux
LAK48	MUG	𒈮	sux
buk	MUG	𒈮	sux
gagim	MUG	𒈮	sux
gaggim	MUG	𒈮	sux
gakim	MUG	𒈮	sux
gugim	MUG	𒈮	sux
gukim	MUG	𒈮	sux
guggim	MUG	𒈮	sux
mug	MUG	𒈮	sux
muga	MUG	𒈮	sux
mugux	MUG	𒈮	sux
muk	MUG	𒈮	sux
muq	MUG	𒈮	sux
puk	MUG	𒈮	sux
cuk2	MUG	𒈮	sux
uttu4	MUG	𒈮	sux
wuk	MUG	𒈮	sux
MZL13	MUG@g	𒈯	sux
uttu4	MUG@g	𒈯	sux
utu4	MUG@g	𒈯	sux
zadim	MUG@g	𒈯	sux
LAK672b	MUNSUB	𒈰	sux
munsub	MUNSUB	𒈰	sux
muncub	MUNSUB	𒈰	sux
musub	MUNSUB	𒈰	sux
sub5	MUNSUB	𒈰	sux
sumur3	MUNSUB	𒈰	sux
cub4	MUNSUB	𒈰	sux
eger6	MURGU₂	𒈱	sux
egir6	MURGU₂	𒈱	sux
ejir6	MURGU₂	𒈱	sux
lumx	MURGU₂	𒈱	sux
mur7	MURGU₂	𒈱	sux
mur8	MURGU₂	𒈱	sux
murgu2	MURGU₂	𒈱	sux
LAK157	MURUB₄	𒉠	sux
mur2	MURUB₄	𒉠	sux
muri	MURUB₄	𒉠	sux
muru2	MURUB₄	𒉠	sux
murub4	MURUB₄	𒉠	sux
LAK235	MUŠ	𒈲	sux
MZL585	MUŠ	𒈲	sux
imdudu	MUŠ	𒈲	sux
irhan	MUŠ	𒈲	sux
mus	MUŠ	𒈲	sux
muc	MUŠ	𒈲	sux
muz	MUŠ	𒈲	sux
nerah	MUŠ	𒈲	sux
nirah	MUŠ	𒈲	sux
sahan	MUŠ	𒈲	sux
cahan2	MUŠ	𒈲	sux
cer10	MUŠ	𒈲	sux
cerah	MUŠ	𒈲	sux
cir10	MUŠ	𒈲	sux
cubax	MUŠ	𒈲	sux
s,er	MUŠ	𒈲	sux
s,ir	MUŠ	𒈲	sux
s,ur2	MUŠ	𒈲	sux
wuc	MUŠ	𒈲	sux
uludi	MUŠ	𒈲	sux
uluki	MUŠ	𒈲	sux
zer3	MUŠ	𒈲	sux
zir3	MUŠ	𒈲	sux
cubax	|MUŠ.ŠA|	𒈲𒊭	sux
cex	|MUŠ×A|	𒈳	sux
cex	|MUŠ×ZA|	𒈵	sux
LAK236	|MUŠ%MUŠ|	𒈸	sux
kunigara4	|MUŠ%MUŠ|	𒈸	sux
mucx	|MUŠ%MUŠ|	𒈸	sux
mucdama2	|MUŠ%MUŠ|	𒈸	sux
muckux	|MUŠ%MUŠ|	𒈸	sux
re8	|MUŠ%MUŠ|	𒈸	sux
ri8	|MUŠ%MUŠ|	𒈸	sux
rin4	|MUŠ%MUŠ|	𒈸	sux
arina	|MUŠ%MUŠ.A.NA|	𒈸𒀀𒈾	sux
erina8	|MUŠ%MUŠ.A.NA|	𒈸𒀀𒈾	sux
irina	|MUŠ%MUŠ.A.NA|	𒈸𒀀𒈾	sux
arinax	|MUŠ&MUŠ.A.NA|	𒈶𒀀𒈾	sux
arinax	|MUŠ&MUŠ×(A.NA)|	𒈷	sux
LAK462	MUŠ₃	𒈹	sux
ennin	MUŠ₃	𒈹	sux
ga-ca-an-an-na	MUŠ₃	𒈹	sux
inana	MUŠ₃	𒈹	sux
inanna	MUŠ₃	𒈹	sux
inini	MUŠ₃	𒈹	sux
innana	MUŠ₃	𒈹	sux
innin	MUŠ₃	𒈹	sux
ictar	MUŠ₃	𒈹	sux
mim2	MUŠ₃	𒈹	sux
muc3	MUŠ₃	𒈹	sux
mucku	MUŠ₃	𒈹	sux
nin2	MUŠ₃	𒈹	sux
ninni6	MUŠ₃	𒈹	sux
sar5	MUŠ₃	𒈹	sux
se27	MUŠ₃	𒈹	sux
sed6	MUŠ₃	𒈹	sux
sedi6	MUŠ₃	𒈹	sux
suba4	MUŠ₃	𒈹	sux
suh10	MUŠ₃	𒈹	sux
suku6	MUŠ₃	𒈹	sux
sukud3	MUŠ₃	𒈹	sux
sukuc	MUŠ₃	𒈹	sux
sus2	MUŠ₃	𒈹	sux
susbu4	MUŠ₃	𒈹	sux
suz2	MUŠ₃	𒈹	sux
ce23	MUŠ₃	𒈹	sux
ced12	MUŠ₃	𒈹	sux
cuba4	MUŠ₃	𒈹	sux
zanaru	MUŠ₃	𒈹	sux
zannaru	MUŠ₃	𒈹	sux
sugal5	|MUŠ₃.AB|	𒈹𒀊	sux
zabala5	|MUŠ₃.AB|	𒈹𒀊	sux
zabalam5	|MUŠ₃.AB|	𒈹𒀊	sux
sugal3	|MUŠ₃.AB@g|	𒈹𒀕	sux
zabala3	|MUŠ₃.AB@g|	𒈹𒀕	sux
zabalam3	|MUŠ₃.AB@g|	𒈹𒀕	sux
zabalax	|MUŠ₃.AB@g.ZA|	𒈹𒀕𒍝	sux
susbu3	|MUŠ₃.BU|	𒈹𒁍	sux
suzbu3	|MUŠ₃.BU|	𒈹𒁍	sux
amagix	|MUŠ₃.DI|	𒈹𒁲	sux
halbax	|MUŠ₃.DI|	𒈹𒁲	sux
halbix	|MUŠ₃.DI|	𒈹𒁲	sux
mabix	|MUŠ₃.DI|	𒈹𒁲	sux
mammix	|MUŠ₃.DI|	𒈹𒁲	sux
se25	|MUŠ₃.DI|	𒈹𒁲	sux
sed4	|MUŠ₃.DI|	𒈹𒁲	sux
sedi4	|MUŠ₃.DI|	𒈹𒁲	sux
ce17	|MUŠ₃.DI|	𒈹𒁲	sux
ced10	|MUŠ₃.DI|	𒈹𒁲	sux
se24~a	|A.MUŠ₃|	𒀀𒈹	sux
sed3~a	|A.MUŠ₃|	𒀀𒈹	sux
sedi3~a	|A.MUŠ₃|	𒀀𒈹	sux
ce12~a	|A.MUŠ₃|	𒀀𒈹	sux
ced9~a	|A.MUŠ₃|	𒀀𒈹	sux
amagi2~b	|A.MUŠ₃.DI|	𒀀𒈹𒁲	sux
halba6~b	|A.MUŠ₃.DI|	𒀀𒈹𒁲	sux
halbi6~b	|A.MUŠ₃.DI|	𒀀𒈹𒁲	sux
halbu6~b	|A.MUŠ₃.DI|	𒀀𒈹𒁲	sux
mabi2~b	|A.MUŠ₃.DI|	𒀀𒈹𒁲	sux
mammi2~b	|A.MUŠ₃.DI|	𒀀𒈹𒁲	sux
se26~b	|A.MUŠ₃.DI|	𒀀𒈹𒁲	sux
sed5~b	|A.MUŠ₃.DI|	𒀀𒈹𒁲	sux
sedi5~b	|A.MUŠ₃.DI|	𒀀𒈹𒁲	sux
ce18~b	|A.MUŠ₃.DI|	𒀀𒈹𒁲	sux
ced11~b	|A.MUŠ₃.DI|	𒀀𒈹𒁲	sux
amagix~c	|A.MUŠ₃×A.DI|	𒀀𒈺𒁲	sux
halbax~c	|A.MUŠ₃×A.DI|	𒀀𒈺𒁲	sux
halbix~c	|A.MUŠ₃×A.DI|	𒀀𒈺𒁲	sux
mabix~c	|A.MUŠ₃×A.DI|	𒀀𒈺𒁲	sux
mammix~c	|A.MUŠ₃×A.DI|	𒀀𒈺𒁲	sux
cex~c	|A.MUŠ₃×A.DI|	𒀀𒈺𒁲	sux
amagix~d	|A.MUŠ₃.A.DI|	𒀀𒈹𒀀𒁲	sux
cex~e	|MUŠ₃×A|	𒈺	sux
cedx~e	|MUŠ₃×A|	𒈺	sux
amagi~f	|MUŠ₃×(A.DI)|	𒈻	sux
halba~f	|MUŠ₃×(A.DI)|	𒈻	sux
halbi~f	|MUŠ₃×(A.DI)|	𒈻	sux
halbu~f	|MUŠ₃×(A.DI)|	𒈻	sux
mabi~f	|MUŠ₃×(A.DI)|	𒈻	sux
mammi~f	|MUŠ₃×(A.DI)|	𒈻	sux
se9~f	|MUŠ₃×(A.DI)|	𒈻	sux
sed~f	|MUŠ₃×(A.DI)|	𒈻	sux
sedi~f	|MUŠ₃×(A.DI)|	𒈻	sux
sid~f	|MUŠ₃×(A.DI)|	𒈻	sux
ce4~f	|MUŠ₃×(A.DI)|	𒈻	sux
ced7~f	|MUŠ₃×(A.DI)|	𒈻	sux
amagix~g	|MUŠ₃×DI|	𒈼	sux
halbax~g	|MUŠ₃×DI|	𒈼	sux
halbix~g	|MUŠ₃×DI|	𒈼	sux
sex~g	|MUŠ₃×DI|	𒈼	sux
sedx~g	|MUŠ₃×DI|	𒈼	sux
cex~g	|MUŠ₃×DI|	𒈼	sux
amagi3~h	|ZA.MUŠ₃.DI|	𒍝𒈹𒁲	sux
halba2~h	|ZA.MUŠ₃.DI|	𒍝𒈹𒁲	sux
halbi2~h	|ZA.MUŠ₃.DI|	𒍝𒈹𒁲	sux
halbu2~h	|ZA.MUŠ₃.DI|	𒍝𒈹𒁲	sux
mabi3~h	|ZA.MUŠ₃.DI|	𒍝𒈹𒁲	sux
